,data
581275,1.777
581276,4.797
581277,8.823
581278,11.934
581404,4.569
581405,9.094
581406,12.737
597403,3.041
597404,5.212
597405,7.338
597406,8.727
597530,1.069
597531,2.346
597532,4.893
597533,7.81
597534,10.038
597535,11.755
597536,12.918
597658,0.592
597659,1.88
597660,4.853
597661,8.959
597662,12.495
597663,14.199
597786,0.536
597787,1.73
597788,4.8
597789,9.465
597790,13.396
597791,15.218
597915,2.044
597916,4.398
597917,7.617
597918,10.899
613660,4.216
613661,6.723
613662,8.254
613786,1.208
613787,2.736
613788,5.015
613789,7.303
613790,8.994
613791,9.958
613912,0.1
613913,0.321
613914,1.007
613915,2.672
613916,5.084
613917,7.904
613918,10.721
613919,12.289
613920,13.663
614040,0.114
614041,0.15
614042,0.643
614043,1.869
614044,4.799
614045,9.215
614046,13.026
614047,14.547
614048,14.975
614169,0.122
614170,0.533
614171,1.706
614172,4.852
614173,9.764
614174,13.7
614175,15.512
614299,2.387
614300,5.019
614301,8.585
614302,11.89
614303,14.425
630043,1.658
630044,3.778
630045,6.305
630046,8.173
630047,8.955
630168,0.087
630169,0.264
630170,0.975
630171,2.491
630172,4.626
630173,7.315
630174,9.25
630175,10.633
630182,20.203
630183,19.762
630184,23.461
630185,26.685
630190,25.505
630191,26.833
630192,27.631
630193,26.16
630295,0.045
630296,0.078
630297,0.303
630298,0.853
630299,2.61
630300,5.078
630301,8.327
630302,10.999
630303,13.054
630304,14.086
630308,18.491
630309,22.974
630310,25.131
630311,25.19
630312,26.411
630313,27.699
630318,26.296
630319,27.86
630320,28.479
630321,27.162
630423,0.057
630424,0.075
630425,0.202
630426,0.702
630427,1.988
630428,4.949
630429,9.336
630430,13.011
630431,14.701
630432,15.005
630436,19.557
630437,24.296
630438,26.667
630439,26.856
630440,26.938
630441,28.052
630442,29.36
630446,26.64
630447,28.208
630448,28.736
630449,27.623
630450,26.281
630551,0.079
630552,0.012
630553,0.165
630554,0.521
630555,1.854
630556,4.689
630557,9.577
630558,14.031
630559,15.7
630564,21.308
630565,25.165
630566,26.718
630567,26.159
630568,26.14
630569,27.381
630570,29.084
630573,26.628
630574,26.806
630575,28.343
630576,28.707
630577,27.079
630682,0.953
630683,2.681
630684,5.588
630685,9.649
630686,12.983
630687,15.137
630693,25.379
630694,26.476
630695,25.709
630696,25.817
630697,26.971
630701,26.654
630702,26.664
630703,28.056
630704,28.19
630705,26.9
630706,25.259
630813,7.46
630814,9.687
630823,25.479
630825,26.804
630831,27.507
630832,27.811
630833,26.238
630953,26.429
646312,26.65
646313,32.083
646314,34.653
646315,35.518
646320,27.763
646321,26.299
646427,1.181
646428,3.193
646429,6.038
646430,8.106
646431,9.043
646432,9.907
646437,17.604
646438,17.854
646439,19.216
646440,25.196
646441,29.736
646442,32.499
646443,34.629
646446,29.092
646447,30.672
646448,32.12
646449,30.509
646451,27.227
646550,0.022
646551,0.046
646552,0.03
646553,0.223
646554,0.683
646555,2.065
646556,4.137
646557,7.022
646558,9.418
646559,11.361
646563,15.149
646564,17.888
646565,21.105
646566,21.212
646567,21.723
646568,26.089
646569,29.183
646570,31.125
646573,28.187
646574,28.399
646575,31.593
