,data
483124,1.0
483254,8.0
483255,4.0
483391,2.0
483392,3.0
483393,11.0
483394,4.0
483395,5.0
483396,9.0
483511,3.0
483518,2.0
483519,5.0
483520,5.0
483521,7.0
483522,1.0
483523,2.0
483638,4.0
483647,12.0
483648,7.0
483649,6.0
483650,1.0
483766,5.0
483776,7.0
483777,5.0
483778,6.0
483905,8.0
483906,3.0
483907,5.0
483908,8.0
483909,10.0
484034,1.0
499251,6.0
499252,1.0
499254,10.0
499255,2.0
499381,9.0
499382,12.0
499391,7.0
499392,1.0
499513,4.0
499771,8.0
499778,10.0
499779,3.0
499903,1.0
499907,5.0
500155,8.0
500158,3.0
500162,5.0
500277,6.0
500278,4.0
500281,8.0
500283,10.0
500284,2.0
500285,4.0
500286,1.0
500289,1.0
500290,7.0
500295,5.0
500403,3.0
500404,3.0
500405,3.0
500406,3.0
500411,6.0
500530,2.0
500533,1.0
500534,8.0
500535,10.0
500662,9.0
500805,2.0
515382,2.0
515506,9.0
515507,8.0
515508,11.0
515509,1.0
515510,8.0
515511,10.0
515512,3.0
515513,3.0
515521,3.0
515522,5.0
515523,2.0
515634,4.0
515635,5.0
515636,2.0
515638,8.0
515646,7.0
515647,7.0
515648,7.0
515763,3.0
515765,5.0
515766,20.0
515767,8.0
515768,7.0
515894,7.0
515895,2.0
515896,7.0
515897,3.0
515899,7.0
515900,6.0
515903,3.0
516017,5.0
516022,6.0
516023,3.0
516025,5.0
516034,4.0
516035,7.0
516040,10.0
516149,8.0
516150,16.0
516155,5.0
516159,2.0
516160,3.0
516162,2.0
516163,3.0
516164,1.0
516168,10.0
516290,13.0
516291,3.0
516292,4.0
516295,8.0
516296,5.0
516415,4.0
516418,6.0
516420,4.0
516421,1.0
516422,2.0
516423,2.0
516424,10.0
516534,2.0
516535,4.0
516536,3.0
516540,11.0
516541,6.0
516542,3.0
516545,4.0
516546,9.0
516547,1.0
516551,2.0
516552,10.0
516665,2.0
516666,7.0
516667,1.0
516669,2.0
516674,1.0
516680,9.0
516783,2.0
516785,1.0
516789,2.0
516790,6.0
516791,8.0
516792,3.0
516808,7.0
516913,2.0
516914,2.0
516915,6.0
516917,3.0
516918,6.0
516920,2.0
516921,6.0
516936,9.0
517046,4.0
517047,3.0
517063,1.0
517171,2.0
517174,4.0
517175,2.0
517189,3.0
517191,11.0
517301,10.0
517311,1.0
517312,4.0
517313,1.0
517314,1.0
517315,7.0
517443,4.0
517444,4.0
531638,13.0
531639,4.0
531762,1.0
531766,6.0
531767,6.0
531768,10.0
531769,4.0
531776,12.0
531777,4.0
531778,12.0
531779,5.0
531780,2.0
531886,1.0
531887,2.0
531888,1.0
531890,4.0
531891,5.0
531892,8.0
531894,2.0
531895,8.0
531896,8.0
531897,1.0
531900,7.0
531901,8.0
531902,4.0
531903,16.0
531904,9.0
531905,4.0
531906,8.0
531907,1.0
531911,2.0
532016,5.0
532018,9.0
532019,9.0
532020,9.0
532022,8.0
532023,8.0
532024,9.0
532028,12.0
532029,8.0
532030,10.0
532031,1.0
532032,1.0
532033,3.0
532034,8.0
532040,12.0
532145,2.0
532146,3.0
532148,5.0
532149,4.0
532150,15.0
532151,7.0
532155,5.0
532156,11.0
532157,6.0
532158,5.0
532159,8.0
532167,2.0
532168,16.0
532169,3.0
532275,4.0
532276,8.0
532277,10.0
532278,20.0
532279,13.0
532280,11.0
532281,10.0
532282,6.0
532283,13.0
532284,13.0
532285,1.0
532287,2.0
532288,5.0
532289,1.0
532296,12.0
532297,7.0
532404,1.0
532405,6.0
532406,15.0
532407,9.0
532409,2.0
532411,4.0
532412,3.0
532413,8.0
532414,16.0
532415,5.0
532416,7.0
532417,3.0
532419,7.0
532424,11.0
532425,6.0
532532,5.0
532533,18.0
532534,29.0
532539,1.0
532540,2.0
532542,4.0
532544,1.0
532545,2.0
532546,3.0
532547,10.0
532548,9.0
532552,5.0
532662,4.0
532663,6.0
532671,4.0
532673,7.0
532674,6.0
532679,7.0
532680,10.0
532801,3.0
532802,20.0
532803,10.0
532804,9.0
532805,4.0
532806,3.0
532807,15.0
532808,12.0
532809,1.0
532918,8.0
532919,1.0
532936,7.0
533047,3.0
533064,7.0
533065,5.0
533167,7.0
533170,2.0
533171,6.0
533174,9.0
533176,9.0
533191,10.0
533192,14.0
533193,3.0
533298,3.0
533299,3.0
533301,11.0
533302,9.0
533303,7.0
533304,3.0
533305,5.0
533319,12.0
533320,3.0
533321,4.0
533424,5.0
533425,5.0
533426,11.0
533427,6.0
533428,1.0
533429,3.0
533430,5.0
533431,5.0
533432,2.0
533447,18.0
533448,6.0
533550,1.0
533551,2.0
533552,3.0
533553,15.0
533554,7.0
533555,4.0
533556,1.0
533557,8.0
533558,17.0
533559,7.0
533560,1.0
533565,1.0
533569,1.0
533570,3.0
533571,1.0
533574,1.0
533575,18.0
533576,9.0
533681,11.0
533683,8.0
533684,10.0
533685,17.0
533686,16.0
533687,15.0
533688,17.0
533689,2.0
533692,3.0
533694,1.0
533695,4.0
533696,7.0
533697,5.0
533699,3.0
533700,7.0
533701,5.0
533703,29.0
533812,7.0
533813,18.0
533822,8.0
533823,17.0
533824,12.0
533825,7.0
533826,5.0
533827,1.0
533828,6.0
533829,7.0
533830,11.0
533831,23.0
533953,4.0
533954,2.0
533955,13.0
533956,12.0
533957,10.0
547892,1.0
547894,6.0
548016,4.0
548018,7.0
548019,7.0
548022,9.0
548023,5.0
548024,10.0
548025,19.0
548026,4.0
548028,8.0
548029,10.0
548030,5.0
548031,9.0
