,data
286890,84.0
286891,107.0
286892,21.0
287017,17.0
287018,546.0
287019,419.0
287020,336.0
287021,38.0
287145,92.0
287146,655.0
287147,367.0
287148,613.0
287149,345.0
287150,1.0
287273,214.0
287274,874.0
287275,760.0
287276,599.0
287277,89.0
287278,5.0
287401,262.0
287402,817.0
287403,791.0
287404,303.0
287529,108.0
287530,137.0
287531,206.0
287532,85.0
303018,8.0
303145,101.0
303146,101.0
303147,88.0
303148,122.0
303149,27.0
303272,45.0
303273,389.0
303274,885.0
303275,880.0
303276,782.0
303277,163.0
303278,20.0
303400,463.0
303401,854.0
303402,973.0
303403,1011.0
303404,1007.0
303405,714.0
303406,388.0
303528,873.0
303529,984.0
303530,986.0
303531,998.0
303532,980.0
303533,1001.0
303534,670.0
303535,12.0
303656,962.0
303657,995.0
303658,955.0
303659,994.0
303660,997.0
303661,995.0
303662,691.0
303784,931.0
303785,983.0
303786,963.0
303787,1004.0
303788,1011.0
303789,931.0
303790,571.0
303791,34.0
303912,559.0
303913,920.0
303914,965.0
303915,998.0
303916,1002.0
303917,808.0
303918,167.0
304040,26.0
304041,560.0
304042,571.0
304043,757.0
304044,670.0
304045,215.0
304168,1.0
304169,19.0
304170,60.0
304171,49.0
319400,12.0
319401,176.0
319402,128.0
319403,170.0
319404,51.0
319528,298.0
319529,780.0
319530,838.0
319531,870.0
319532,865.0
319533,665.0
319534,117.0
319656,930.0
319657,994.0
319658,983.0
319659,987.0
319660,997.0
319661,1009.0
319662,660.0
319784,964.0
319785,965.0
319786,998.0
319787,1016.0
319788,1037.0
319789,1021.0
319790,964.0
319791,557.0
319792,15.0
319912,984.0
319913,979.0
319914,968.0
319915,984.0
319916,972.0
319917,966.0
319918,953.0
319919,470.0
319920,6.0
320040,1004.0
320041,1009.0
320042,1011.0
320043,1031.0
320044,1029.0
320045,1018.0
320046,992.0
320047,633.0
320048,4.0
320168,996.0
320169,1002.0
320170,1010.0
320171,1021.0
320172,993.0
320173,1004.0
320174,981.0
320175,594.0
320296,1010.0
320297,972.0
320298,998.0
320299,1020.0
320300,1018.0
320301,966.0
320302,480.0
320303,27.0
320424,722.0
320425,1014.0
320426,1003.0
320427,977.0
320428,987.0
320429,811.0
320430,120.0
320552,111.0
320553,636.0
320554,895.0
320555,617.0
320556,134.0
320557,15.0
320682,18.0
335656,9.0
335657,128.0
335658,134.0
335659,183.0
335660,51.0
335784,495.0
335785,943.0
335786,993.0
335787,914.0
335788,390.0
335789,264.0
335912,988.0
335913,993.0
335914,1014.0
335915,983.0
335916,972.0
335917,868.0
335918,456.0
335919,183.0
336040,983.0
336041,999.0
336042,1042.0
336043,1018.0
336044,1009.0
336045,1011.0
336046,891.0
336047,561.0
336048,244.0
336168,972.0
336169,1006.0
336170,1018.0
336171,955.0
336172,841.0
336173,980.0
336174,988.0
336175,950.0
336176,240.0
336296,1003.0
336297,1002.0
336298,1005.0
336299,1033.0
336300,1026.0
336301,1036.0
336302,985.0
336303,954.0
336304,551.0
336305,63.0
336424,1017.0
336425,1023.0
336426,1004.0
336427,1011.0
336428,1008.0
336429,998.0
336430,1010.0
336431,975.0
336432,666.0
336433,75.0
336552,1025.0
336553,1023.0
336554,999.0
336555,1021.0
336556,996.0
336557,850.0
336558,968.0
336559,782.0
336560,92.0
336680,1000.0
336681,998.0
336682,825.0
336683,809.0
336684,887.0
336685,981.0
336686,963.0
336687,544.0
336808,980.0
336809,976.0
336810,971.0
336811,1004.0
336812,1001.0
336813,933.0
336814,416.0
336936,382.0
336937,767.0
336938,935.0
336939,930.0
