,data
631087,259.0
631213,632.0
631215,98.0
647213,310.0
647214,245.0
647215,127.0
647339,926.0
647340,986.0
647341,1021.0
647342,987.0
647343,746.0
647344,228.0
647467,945.0
647468,1017.0
647469,1035.0
647470,1025.0
647471,1016.0
647472,1006.0
647473,415.0
647595,965.0
647596,1001.0
647597,987.0
647598,1000.0
647599,1009.0
647600,952.0
647601,503.0
647724,972.0
647725,1004.0
647726,982.0
647727,859.0
647728,454.0
647855,13.0
663355,4.0
663468,108.0
663469,78.0
663470,88.0
663471,207.0
663472,52.0
663473,14.0
663474,11.0
663475,5.0
663481,8.0
663595,753.0
663596,996.0
663597,991.0
663598,1005.0
663599,1017.0
663600,894.0
663601,489.0
663602,56.0
663603,10.0
663605,3.0
663606,5.0
663609,5.0
663722,955.0
663723,1003.0
663724,933.0
663725,779.0
663726,970.0
663727,1027.0
663728,791.0
663729,548.0
663730,785.0
663731,361.0
663737,8.0
663738,11.0
663850,966.0
663851,991.0
663852,1023.0
663853,1031.0
663854,1017.0
663855,1001.0
663856,960.0
663857,855.0
663858,821.0
663859,688.0
663861,12.0
663865,21.0
663866,15.0
663978,944.0
663979,995.0
663980,971.0
663981,831.0
663982,890.0
663983,1020.0
663984,1025.0
663985,982.0
663986,855.0
663987,298.0
663994,8.0
664106,767.0
664107,998.0
664108,1019.0
664109,1024.0
664110,1007.0
664111,991.0
664112,821.0
664113,215.0
664114,96.0
664236,795.0
664237,850.0
664238,818.0
664239,245.0
664240,234.0
664241,85.0
679355,1.0
679356,2.0
679357,4.0
679358,3.0
679479,5.0
679480,2.0
679483,6.0
679484,11.0
679485,5.0
679486,1.0
679600,8.0
679601,10.0
679602,9.0
679605,8.0
679607,4.0
679608,10.0
679610,3.0
679611,5.0
679612,8.0
679613,4.0
679614,6.0
679725,137.0
679726,193.0
679727,467.0
679728,422.0
679729,361.0
679730,88.0
679731,105.0
679732,127.0
679733,89.0
679734,20.0
679735,51.0
679736,169.0
679737,265.0
679738,233.0
679739,119.0
679740,159.0
679741,27.0
679742,11.0
679851,461.0
679852,167.0
679853,355.0
679854,638.0
679855,986.0
679856,973.0
679857,625.0
679858,574.0
679859,645.0
679860,130.0
679861,459.0
679862,700.0
679863,733.0
679864,351.0
679865,426.0
679866,674.0
679867,556.0
679868,724.0
679869,482.0
679870,256.0
679978,846.0
679979,964.0
679980,1002.0
679981,1006.0
679982,1016.0
679983,1025.0
679984,580.0
679985,88.0
679986,150.0
679987,266.0
679988,665.0
679989,707.0
679990,405.0
679991,605.0
679992,645.0
679993,717.0
679994,878.0
679995,909.0
679996,677.0
679997,330.0
680106,979.0
680107,1010.0
680108,922.0
680109,797.0
680110,859.0
680111,767.0
680112,793.0
680113,960.0
680114,1022.0
680115,1032.0
680116,1008.0
680117,981.0
680118,733.0
680119,550.0
680120,536.0
680121,770.0
680122,986.0
680123,1022.0
680124,992.0
680125,946.0
680126,375.0
680233,898.0
680234,1000.0
680235,1035.0
680236,1034.0
680237,1020.0
680238,1048.0
680239,1044.0
680240,1029.0
680241,1030.0
680242,1035.0
680243,1033.0
680244,950.0
680245,687.0
680246,381.0
680247,271.0
680248,292.0
680249,479.0
680250,862.0
680251,1001.0
680252,939.0
680253,843.0
680254,838.0
680362,976.0
680363,981.0
680364,577.0
680365,135.0
680366,220.0
680367,489.0
680368,741.0
680369,912.0
680370,1000.0
680371,829.0
680372,488.0
680373,477.0
680374,520.0
680375,453.0
680376,298.0
680377,557.0
680378,845.0
680379,991.0
680380,994.0
680381,903.0
680490,918.0
680491,1000.0
680492,628.0
680493,174.0
680494,192.0
680495,97.0
680496,31.0
680497,31.0
680498,57.0
680499,183.0
680500,538.0
680501,320.0
680502,366.0
680503,685.0
680504,510.0
680505,794.0
680506,889.0
680507,844.0
680619,997.0
680620,1009.0
680621,1003.0
680622,1022.0
680623,823.0
680624,141.0
680625,226.0
680626,558.0
680629,180.0
680630,154.0
680631,244.0
680632,428.0
680750,496.0
680751,484.0
680752,321.0
695482,18.0
695607,4.0
695608,3.0
695609,8.0
695612,8.0
695613,7.0
695731,7.0
695732,8.0
695733,4.0
695734,11.0
695735,13.0
695736,29.0
695737,13.0
695738,61.0
695739,75.0
695740,64.0
695741,51.0
695742,15.0
695856,14.0
695857,42.0
695858,28.0
695859,43.0
695860,201.0
695861,300.0
695862,246.0
695863,89.0
695864,499.0
695865,575.0
695866,685.0
695867,495.0
695868,632.0
695869,353.0
695870,211.0
695871,407.0
695982,342.0
695983,628.0
695984,168.0
695985,366.0
695986,759.0
695987,786.0
695988,335.0
695989,199.0
695990,655.0
695991,649.0
695992,708.0
695993,575.0
695994,578.0
695995,423.0
695996,545.0
695997,729.0
695998,662.0
695999,238.0
696000,283.0
696001,567.0
696106,598.0
696107,515.0
696108,205.0
696109,97.0
696110,71.0
696111,538.0
696112,958.0
696113,999.0
696114,953.0
696115,550.0
696116,125.0
696117,205.0
696118,624.0
696119,902.0
696120,1003.0
696121,1015.0
696122,1007.0
696123,1012.0
696124,1024.0
696125,844.0
696126,289.0
696127,137.0
696128,118.0
696129,33.0
696132,980.0
696133,1019.0
696134,1026.0
696135,1009.0
696136,951.0
696143,968.0
696144,1000.0
696145,994.0
696146,942.0
696234,49.0
696235,333.0
696236,655.0
696237,834.0
696238,975.0
696239,1004.0
696240,1013.0
696241,845.0
696242,508.0
696243,640.0
696244,969.0
696245,993.0
696246,1011.0
696247,1012.0
696248,1009.0
696249,1014.0
696250,1013.0
696251,1025.0
696252,1055.0
696253,1017.0
696254,458.0
696255,36.0
696256,9.0
696259,995.0
696260,1020.0
696261,1013.0
696262,1011.0
696263,1002.0
696264,994.0
696265,986.0
696266,897.0
696269,937.0
696270,994.0
696271,984.0
696272,987.0
696273,984.0
696274,997.0
696275,952.0
696360,90.0
696361,519.0
696362,938.0
696363,957.0
696364,973.0
696365,962.0
696366,1013.0
696367,920.0
696368,274.0
696369,62.0
696370,229.0
696371,804.0
696372,1026.0
696373,999.0
696374,997.0
696375,1002.0
696376,1005.0
696377,1010.0
696378,1032.0
696379,1042.0
696380,1058.0
696381,1037.0
696382,566.0
696383,30.0
696384,27.0
696385,268.0
696386,896.0
696387,1042.0
696388,1013.0
696389,998.0
696390,1003.0
696391,1005.0
696392,998.0
696393,991.0
696394,1002.0
696395,1003.0
696396,1008.0
696397,1011.0
696398,993.0
696399,979.0
696400,975.0
696401,969.0
696402,989.0
696403,992.0
696404,835.0
696487,264.0
696488,802.0
696489,1019.0
696490,1009.0
696491,1025.0
696492,990.0
696493,911.0
696494,945.0
696495,782.0
696496,687.0
696497,817.0
696498,978.0
696499,1038.0
696500,1025.0
696501,1008.0
696502,1007.0
696503,1020.0
696504,1018.0
696505,1022.0
696506,1024.0
696507,1043.0
696508,1032.0
696509,1019.0
696510,602.0
696511,43.0
696512,25.0
696513,488.0
696514,1005.0
696515,1038.0
696516,1013.0
696517,1009.0
696518,1014.0
696519,1010.0
696520,1000.0
696521,988.0
696522,988.0
696523,999.0
696524,1000.0
696525,1000.0
696526,1000.0
696527,992.0
696528,976.0
696529,957.0
696530,987.0
696531,980.0
696532,867.0
696615,301.0
696616,933.0
696617,1024.0
696618,1073.0
696619,1060.0
696620,1035.0
696621,1024.0
696622,1040.0
696623,1042.0
696624,1044.0
696625,1049.0
696626,1044.0
696627,1031.0
696628,1030.0
696629,1036.0
696630,1007.0
696631,1003.0
696632,1005.0
696633,1027.0
696634,1047.0
696635,1042.0
696636,1043.0
696637,1013.0
696638,516.0
696639,13.0
696640,52.0
696641,646.0
696642,1030.0
696643,1031.0
696644,1024.0
696645,1011.0
696646,1030.0
696647,1028.0
696648,1015.0
696649,1006.0
696650,1008.0
696651,1005.0
696652,986.0
696653,1006.0
696654,1004.0
696655,998.0
696656,987.0
696657,987.0
696658,996.0
696659,980.0
696660,842.0
696744,712.0
696745,977.0
696746,977.0
696747,974.0
696748,995.0
696749,809.0
696750,733.0
696751,631.0
696752,643.0
696753,965.0
696754,1038.0
696755,1030.0
696756,1018.0
696757,1000.0
696758,1009.0
696759,1009.0
696760,1002.0
696761,1013.0
696762,1033.0
696763,1034.0
696764,1027.0
696765,992.0
696766,471.0
696768,79.0
696769,724.0
696770,1036.0
696771,1032.0
696772,1022.0
696773,1022.0
696774,994.0
696775,963.0
696776,949.0
696777,900.0
696778,858.0
696779,857.0
696780,921.0
696781,981.0
696782,990.0
696783,993.0
696784,994.0
696785,1007.0
696786,1012.0
696787,904.0
696874,702.0
696875,982.0
696876,878.0
696877,253.0
696878,41.0
696879,33.0
696880,28.0
696881,15.0
696882,193.0
696883,712.0
696884,969.0
696885,1015.0
696886,1007.0
696887,1002.0
696888,1009.0
696889,1003.0
696890,996.0
696891,1017.0
696892,1050.0
696893,996.0
696894,322.0
696896,51.0
696897,610.0
696898,1022.0
696899,1042.0
696900,1001.0
696901,951.0
696902,876.0
696903,732.0
696908,764.0
696909,946.0
696910,987.0
696911,997.0
696912,973.0
696913,955.0
696914,867.0
697003,515.0
697004,970.0
697005,999.0
697006,1019.0
697007,856.0
697008,151.0
697009,17.0
697010,11.0
697011,30.0
697012,39.0
697013,167.0
697014,540.0
697015,925.0
697016,1006.0
697017,1008.0
697018,1015.0
697019,1027.0
697020,1035.0
697021,867.0
697022,170.0
697025,287.0
697026,781.0
697027,889.0
697028,724.0
697133,480.0
697134,841.0
697135,937.0
697136,660.0
697137,172.0
697138,305.0
697142,354.0
697143,647.0
697144,705.0
697145,949.0
697146,944.0
697147,992.0
697148,865.0
697149,868.0
697271,146.0
697275,700.0
697276,682.0
711605,4.0
711606,5.0
711608,4.0
711609,9.0
711610,8.0
711611,11.0
711612,1.0
711733,5.0
711734,10.0
711735,10.0
711737,14.0
711740,10.0
711741,11.0
711857,8.0
711859,17.0
711860,65.0
711861,43.0
711862,91.0
711863,249.0
711864,312.0
711865,255.0
711866,121.0
