,data
516002,21.0
532129,394.0
532130,332.0
532132,22.0
532256,34.0
532257,349.0
532258,192.0
532259,121.0
532260,462.0
532384,35.0
532385,308.0
532386,214.0
532387,383.0
532388,179.0
532390,5.0
532513,21.0
532514,186.0
532515,118.0
532516,11.0
532640,8.0
532641,2.0
532643,2.0
532644,5.0
548260,48.0
548385,412.0
548386,84.0
548387,170.0
548388,321.0
548389,29.0
548390,23.0
548512,22.0
548513,178.0
548514,497.0
548515,718.0
548516,586.0
548517,437.0
548518,601.0
548638,236.0
548639,473.0
548640,666.0
548641,971.0
548642,1012.0
548643,1032.0
548644,1012.0
548645,945.0
548646,619.0
548766,358.0
548767,312.0
548768,761.0
548769,1010.0
548770,1046.0
548771,1024.0
548772,1043.0
548773,1005.0
548774,957.0
548894,33.0
548895,189.0
548896,610.0
548897,628.0
548898,763.0
548899,993.0
548900,974.0
548901,402.0
548902,111.0
549023,26.0
549024,41.0
549025,24.0
549026,144.0
549027,250.0
549028,137.0
549029,169.0
549030,26.0
549153,11.0
549154,13.0
549155,3.0
549156,8.0
549157,2.0
549158,2.0
549284,4.0
564643,65.0
564644,214.0
564645,293.0
564646,66.0
564767,197.0
564768,12.0
564769,46.0
564770,184.0
564771,717.0
564772,894.0
564773,456.0
564774,43.0
564894,264.0
564895,413.0
564896,845.0
564897,1002.0
564898,995.0
564899,1021.0
564900,1019.0
564901,425.0
564902,16.0
565021,34.0
565022,575.0
565023,987.0
565024,995.0
565025,1026.0
565026,928.0
565027,509.0
565028,812.0
565029,680.0
565030,559.0
565039,3.0
565059,22.0
565148,239.0
565149,654.0
565150,930.0
565151,1014.0
565152,973.0
565153,971.0
565154,1005.0
565155,1046.0
565156,1045.0
565157,1039.0
565158,1022.0
565160,509.0
565167,45.0
565277,34.0
565278,587.0
565279,990.0
565280,1009.0
565281,1006.0
565282,1018.0
565283,1055.0
565284,1046.0
565285,1055.0
565286,1065.0
565288,465.0
565295,48.0
565406,51.0
565407,67.0
565408,435.0
565409,915.0
565410,968.0
565411,1020.0
565412,1020.0
565413,913.0
565414,778.0
565534,6.0
565535,28.0
565536,26.0
565537,9.0
565538,125.0
565539,685.0
565540,678.0
565541,94.0
565542,6.0
565668,10.0
565669,4.0
565670,10.0
580899,299.0
580900,449.0
580901,35.0
580902,85.0
581026,47.0
581027,431.0
581028,818.0
581029,691.0
581030,256.0
581039,21.0
581152,62.0
581153,233.0
581154,723.0
581155,1009.0
581156,748.0
581157,328.0
581158,47.0
581164,190.0
581165,483.0
581166,288.0
581167,455.0
581168,112.0
581169,71.0
581173,1.0
581276,105.0
581277,48.0
581278,357.0
581279,928.0
581280,991.0
581281,1005.0
581282,983.0
581283,965.0
581284,401.0
581285,63.0
581286,32.0
581289,14.0
581290,29.0
581291,2.0
581293,165.0
581294,263.0
581295,510.0
581296,230.0
581297,434.0
581300,8.0
581301,4.0
581302,3.0
581402,153.0
581403,301.0
581404,184.0
581405,625.0
581406,964.0
581407,976.0
581408,1009.0
581409,844.0
581410,264.0
581411,223.0
581412,244.0
581413,170.0
581414,83.0
581416,29.0
581417,12.0
581420,6.0
581421,24.0
581422,214.0
581423,705.0
581424,476.0
581425,639.0
581428,49.0
581429,17.0
581437,3.0
581439,34.0
581440,30.0
581441,5.0
581443,1834.0
581530,55.0
581531,73.0
581532,542.0
581533,1013.0
581534,1031.0
581535,1058.0
581536,1039.0
581537,1038.0
581538,1042.0
581539,1071.0
581540,1078.0
581541,1042.0
581542,1037.0
581544,738.0
581545,16.0
581548,3.0
581550,77.0
581551,538.0
581552,663.0
581553,753.0
581556,108.0
581557,97.0
581558,67.0
581559,37.0
581560,21.0
581563,7.0
581564,1.0
581565,48.0
581566,54.0
581567,119.0
581568,116.0
581569,74.0
581570,59.0
581658,26.0
581659,231.0
581660,782.0
581661,995.0
581662,1045.0
581663,1029.0
581664,1022.0
581665,1040.0
581666,698.0
581667,226.0
581668,427.0
581669,379.0
581670,304.0
581672,539.0
581673,12.0
581675,1.0
581677,5.0
581678,84.0
581679,356.0
581680,362.0
581681,562.0
581684,98.0
581685,74.0
581686,40.0
581687,12.0
581689,3.0
581690,14.0
581691,24.0
581692,38.0
581693,111.0
581694,89.0
581695,210.0
581696,184.0
581697,212.0
581698,110.0
581699,59.0
581787,18.0
581788,204.0
581789,332.0
581790,810.0
581791,984.0
581792,1031.0
581793,1023.0
581794,1038.0
581795,1027.0
581796,1036.0
581797,877.0
581798,257.0
581805,1.0
581806,53.0
581807,578.0
581808,614.0
581809,707.0
581812,64.0
581813,66.0
581814,34.0
581815,30.0
581818,37.0
581819,45.0
581820,53.0
581821,43.0
581822,104.0
581823,151.0
581824,154.0
581825,162.0
581826,72.0
581917,13.0
581918,232.0
581919,440.0
581920,721.0
581921,376.0
581922,636.0
581923,943.0
581924,952.0
581925,545.0
581926,117.0
581928,84.0
581929,272.0
581930,329.0
581931,151.0
581933,229.0
581934,521.0
581935,449.0
581936,42.0
581937,74.0
581940,2.0
581951,26.0
581952,72.0
581953,29.0
582048,35.0
582049,128.0
582050,325.0
582051,93.0
582052,543.0
582053,455.0
582054,509.0
582061,387.0
582062,95.0
582063,130.0
582064,21.0
582068,8.0
582079,10.0
582080,1.0
582179,3.0
582181,9.0
582182,7.0
597283,27.0
597284,121.0
597285,188.0
597286,155.0
597287,191.0
597293,334.0
597294,182.0
597295,134.0
597297,4.0
597409,31.0
597410,153.0
597411,896.0
597412,1040.0
597413,1017.0
597414,945.0
597415,267.0
597416,9.0
597417,27.0
597418,46.0
597419,6.0
597420,18.0
597421,146.0
597422,306.0
597423,227.0
597424,235.0
597425,442.0
597426,182.0
597428,2.0
597429,2.0
597431,18.0
597534,11.0
597535,56.0
597536,227.0
597537,542.0
597538,904.0
597539,956.0
597540,296.0
597541,20.0
597542,10.0
597543,8.0
597544,2.0
597545,4.0
597547,28.0
597548,147.0
597549,504.0
597550,768.0
597551,982.0
597552,988.0
597553,656.0
597554,102.0
597555,301.0
597556,97.0
597557,116.0
597558,88.0
597559,77.0
597560,40.0
597561,76.0
597562,69.0
597563,102.0
597564,56.0
597565,62.0
597566,67.0
597567,173.0
597568,138.0
597569,209.0
597570,153.0
597571,149.0
597658,50.0
597659,24.0
597660,28.0
597661,237.0
597662,805.0
597663,1002.0
597664,977.0
597665,987.0
597666,963.0
597667,788.0
597668,62.0
597669,18.0
597670,17.0
597672,16.0
597673,66.0
597674,280.0
597675,663.0
597676,929.0
597677,1050.0
597678,1028.0
597679,1035.0
597680,1048.0
597681,965.0
597682,394.0
597683,292.0
597684,214.0
597685,675.0
597686,496.0
597687,612.0
597688,200.0
597689,606.0
597690,583.0
597691,567.0
597692,86.0
597693,472.0
597694,768.0
597695,367.0
597696,54.0
597697,301.0
597698,577.0
597699,187.0
597700,137.0
597785,405.0
597786,112.0
597787,491.0
597788,944.0
597789,999.0
597790,999.0
597791,1026.0
597792,986.0
597793,393.0
597794,36.0
597795,43.0
597796,50.0
597797,40.0
597798,35.0
597800,625.0
597801,687.0
597802,873.0
597803,1001.0
597804,1024.0
597805,1016.0
597806,1022.0
597807,1038.0
597808,1046.0
597809,1030.0
597810,435.0
597811,317.0
597812,864.0
597813,907.0
597814,840.0
597815,757.0
597816,670.0
597817,411.0
597818,107.0
597819,510.0
597820,532.0
597821,423.0
597822,173.0
597823,669.0
597824,733.0
597825,696.0
597826,170.0
597827,658.0
597828,340.0
597912,77.0
597913,365.0
597914,859.0
597915,998.0
597916,1046.0
597917,1054.0
597918,1086.0
597919,1080.0
597920,1057.0
597921,1042.0
597922,1048.0
597923,1042.0
597924,1017.0
597925,1015.0
597926,1033.0
597928,997.0
597929,630.0
597930,797.0
597931,973.0
597932,1025.0
597933,1016.0
597934,1021.0
597935,1037.0
597936,1046.0
597937,1044.0
597938,546.0
597939,383.0
597940,930.0
597941,1023.0
597942,977.0
597943,812.0
597944,360.0
597945,550.0
597946,548.0
597947,537.0
597948,327.0
597949,588.0
597950,756.0
597951,713.0
597952,670.0
597953,701.0
597954,654.0
597955,880.0
597956,296.0
598040,202.0
598041,390.0
598042,700.0
598043,969.0
598044,1033.0
598045,1067.0
598046,1072.0
598047,1056.0
598048,912.0
598049,286.0
598050,86.0
598051,65.0
598052,91.0
598053,275.0
598054,806.0
598056,989.0
598057,655.0
598058,805.0
598059,990.0
598060,1028.0
598061,1019.0
598062,1027.0
598063,1047.0
598064,1062.0
598065,1016.0
598066,348.0
598067,460.0
598068,954.0
598069,1027.0
598070,962.0
598071,717.0
598072,329.0
598073,456.0
598074,468.0
598075,568.0
598076,547.0
598077,775.0
598078,839.0
598079,880.0
598080,830.0
598081,724.0
598082,365.0
598083,282.0
598084,363.0
598169,195.0
598170,362.0
598171,667.0
598172,623.0
598173,868.0
598174,999.0
598175,1012.0
598176,1003.0
598177,1017.0
598178,904.0
598179,834.0
598180,339.0
598181,55.0
598182,82.0
598184,695.0
598185,667.0
598186,877.0
598187,999.0
598188,1015.0
598189,1023.0
598190,1028.0
598191,1059.0
598192,1054.0
598193,878.0
598194,147.0
598195,413.0
598196,944.0
598197,918.0
598198,805.0
598199,630.0
598200,514.0
598201,416.0
598202,239.0
598203,599.0
598204,680.0
598205,864.0
598206,812.0
598207,854.0
598208,841.0
598209,737.0
598210,347.0
598211,502.0
598212,336.0
598298,29.0
598299,146.0
598300,403.0
598301,370.0
598302,135.0
598303,251.0
598304,505.0
598305,760.0
598306,1001.0
598307,1031.0
598308,707.0
598309,128.0
598310,9.0
598312,18.0
598313,43.0
598314,106.0
598315,174.0
598316,470.0
598317,897.0
598318,964.0
598319,934.0
598320,854.0
598321,490.0
598322,282.0
598323,268.0
598324,235.0
598325,889.0
598326,871.0
598327,815.0
598328,108.0
598329,637.0
598330,784.0
598331,461.0
598332,73.0
598333,657.0
598334,902.0
598335,584.0
598336,521.0
598337,763.0
598338,606.0
598339,627.0
598340,144.0
598430,119.0
598431,358.0
598432,355.0
598433,41.0
598434,362.0
598435,1012.0
598436,1045.0
598437,526.0
598438,27.0
598440,6.0
598442,11.0
598443,46.0
598444,18.0
598445,25.0
598446,88.0
598447,275.0
598448,517.0
598449,532.0
598451,480.0
598452,539.0
598453,232.0
598454,17.0
598455,245.0
598456,402.0
598457,192.0
598458,46.0
598459,261.0
598460,315.0
598461,320.0
598462,194.0
598463,705.0
598464,734.0
598465,661.0
598466,100.0
598467,93.0
598562,212.0
598563,200.0
598564,555.0
598565,261.0
598566,577.0
598569,590.0
598570,673.0
598571,127.0
598572,25.0
598573,345.0
598574,687.0
598575,323.0
598576,27.0
598577,210.0
598580,6.0
598581,14.0
598582,1.0
598583,10.0
598584,5.0
598585,9.0
598586,16.0
598591,10.0
598592,5.0
598593,26.0
598594,7.0
598691,15.0
598692,12.0
598693,2.0
598694,11.0
598702,39.0
598703,63.0
598714,10.0
598715,7.0
598716,4.0
598719,13.0
598720,24.0
598722,1.0
613541,31.0
613542,78.0
613547,179.0
613548,83.0
613549,256.0
613550,149.0
613551,249.0
613552,65.0
613553,118.0
613667,72.0
613668,459.0
613669,731.0
613670,769.0
