,data
564775,26.433
564776,30.688
564777,36.681
564778,41.126
564779,43.118
564780,43.232
564781,42.618
564782,40.422
564784,34.059
564903,25.616
564904,29.643
564905,34.792
564906,38.841
564907,40.285
564908,40.325
564909,38.891
564910,36.493
564911,33.221
564912,29.416
564913,26.495
564914,25.154
564915,25.017
565031,23.927
565032,26.734
565033,29.592
565034,32.563
565035,33.64
565036,32.965
565037,31.75
565038,30.221
565039,28.151
565040,25.618
565041,24.143
565042,23.266
565043,23.256
565044,22.874
565159,21.68
565160,23.655
565161,25.513
565162,26.968
565163,27.44
565164,27.353
565165,26.401
565166,25.581
565167,24.65
565168,23.641
565169,22.897
565170,22.834
565171,23.009
565173,22.622
565287,20.498
565288,21.52
565289,23.363
565290,24.702
565291,25.214
565292,25.882
565293,26.14
565296,24.624
565416,19.145
565417,21.339
565418,23.507
565419,25.179
580903,25.062
580904,31.55
580905,38.64
580906,43.292
580907,44.622
580908,44.206
580909,44.049
580910,43.337
580912,42.145
581031,27.855
581032,34.531
581033,41.99
581034,46.794
581035,47.987
581036,47.361
581037,47.111
581038,46.397
581039,44.652
581040,43.261
581041,42.046
581042,41.148
581043,40.948
581044,40.782
581045,39.775
581156,16.437
581157,19.924
581158,24.235
581159,29.185
581160,35.549
581161,43.347
581162,48.684
581163,50.235
581164,50.109
581165,48.981
581166,47.913
581167,45.513
581168,42.624
581169,40.337
581170,39.415
581171,38.603
581172,38.329
581173,37.448
581174,36.662
581175,35.122
581284,16.48
581285,19.731
581286,23.924
581287,28.05
581288,34.399
581289,42.29
581290,48.225
581291,50.467
581292,50.792
581293,50.031
581294,47.351
581295,43.495
581296,39.122
581297,35.426
581298,33.459
581299,32.662
581300,32.389
581301,31.464
581302,30.989
581303,29.977
581304,29.264
581412,15.85
581413,18.735
581414,22.134
581415,25.803
581416,31.211
581417,38.024
581418,43.625
581419,45.931
581420,46.596
581421,45.41
581422,42.268
581423,38.274
581424,32.947
581425,28.751
581426,26.866
581427,26.198
581428,26.028
581429,25.506
581430,25.179
581431,24.827
581432,24.725
581433,25.159
581539,12.819
581540,15.641
581541,18.07
581542,20.45
581543,23.425
581544,26.995
581545,31.705
581546,35.604
581547,37.856
581548,38.538
581549,37.735
581550,35.784
581551,32.76
581552,28.916
581553,26.628
581554,24.81
581555,24.639
581556,24.443
581557,24.035
581558,23.844
581559,23.739
581560,23.907
581666,9.907
581667,12.734
581668,15.443
581669,17.624
581670,19.263
581671,21.312
581672,23.82
581673,26.974
581674,30.027
581675,32.542
581676,33.488
581677,34.031
581678,33.401
581679,31.736
581680,29.697
581681,27.763
581682,26.73
581683,25.907
581684,25.519
581685,24.998
581686,24.551
581687,24.975
581795,12.247
581797,15.913
581799,18.52
581800,20.417
581801,23.722
581802,27.319
581803,30.505
581804,32.327
581805,33.629
581806,34.13
581807,33.212
581808,32.005
581809,31.071
581810,30.165
581811,28.928
581812,27.794
581813,27.285
581814,27.099
581815,27.267
581927,15.013
581928,16.926
581929,20.525
581930,24.218
581931,27.13
581932,29.858
581933,31.255
581935,32.013
582058,21.487
582059,23.715
597159,23.937
597160,30.868
597161,37.674
597162,41.666
597163,43.152
597164,43.378
597165,42.855
597166,42.388
597167,42.119
597168,42.207
597169,42.629
597171,42.346
597282,11.043
597284,13.594
597285,17.02
597286,22.044
597287,27.653
597288,35.252
597289,43.399
597290,48.822
597291,50.513
597292,50.091
597293,49.685
597294,49.18
597295,48.685
597296,47.885
597297,46.634
597298,46.607
597299,46.719
597300,45.808
597301,44.639
597302,43.757
597303,42.801
597409,10.467
597410,12.113
597411,13.685
597412,15.865
597413,19.515
597414,24.31
597415,29.967
597416,37.776
597417,46.588
597418,51.807
597419,53.476
597420,53.405
597421,53.125
597422,51.959
597423,51.116
597424,50.407
597425,49.994
597426,49.421
597427,48.144
597428,47.3
597429,46.178
597430,44.793
597431,43.366
597432,42.489
597433,42.017
597536,7.783
597537,10.238
597538,12.408
597539,14.358
597540,17.074
597541,20.716
597542,25.337
597543,30.783
597544,38.725
597545,48.083
597546,53.856
597547,55.745
597548,55.654
597549,55.252
597550,54.1
597551,52.909
597552,51.231
597553,49.341
597554,48.187
597555,47.692
597556,46.756
597557,45.525
597558,44.848
597559,43.677
597560,42.459
597561,41.078
597664,5.963
597665,8.912
597666,11.659
597667,14.103
597668,16.852
597669,20.433
597670,24.79
597671,30.375
597672,38.372
597673,48.426
597674,54.537
597675,57.197
597676,57.672
597677,57.038
597678,55.758
597679,53.027
597680,48.875
597681,45.257
597682,43.556
597683,42.993
597684,42.289
597685,41.807
597686,41.072
597687,39.805
597688,38.752
597689,38.166
597690,38.025
597792,4.131
597793,7.221
597794,10.618
597795,13.388
597796,16.036
597797,19.039
597798,22.877
597799,28.013
597800,35.869
597801,46.436
597802,53.584
597803,57.19
597804,58.267
597805,57.727
597806,54.996
597807,49.813
597808,43.208
597809,37.795
597810,35.041
597811,34.061
597812,33.272
597813,33.306
597814,32.901
597815,32.522
597816,32.253
597817,32.465
597818,33.078
597920,3.569
597921,6.645
597922,9.949
597923,12.913
597924,15.659
597925,18.32
597926,21.165
597927,25.342
597928,31.797
597929,41.368
597930,48.711
597931,53.008
597932,54.191
597933,53.888
597934,51.054
597935,45.452
597936,38.557
597937,33.044
597938,30.49
597939,29.313
597940,28.435
597941,27.838
597942,27.85
597943,27.53
597944,27.525
597945,28.147
597946,29.106
598048,3.781
598049,6.621
598050,9.801
598051,12.643
598052,15.467
598053,17.7
598054,20.304
598055,22.904
598056,27.129
598057,34.031
598058,40.162
598059,44.492
598060,46.701
598061,46.77
598062,45.098
598063,41.589
598064,37.284
598065,33.988
598066,32.186
598067,30.592
598068,29.123
598069,28.001
598070,27.546
598071,27.804
598072,27.818
598073,28.059
598176,3.809
598177,6.424
598178,9.394
598179,12.033
598180,14.464
598181,15.962
598182,17.368
598183,19.38
598184,22.863
598185,28.472
598186,34.453
598187,39.11
598188,41.271
598189,42.702
598190,41.872
598191,40.205
598192,38.047
598193,36.738
598194,35.522
598195,33.55
598196,32.021
598197,30.745
598198,30.793
598199,30.906
598200,31.241
598201,31.442
598307,10.933
598308,12.525
598309,13.45
598310,13.848
598311,15.627
598312,19.07
598313,24.77
598314,30.077
598315,34.077
598316,36.734
598317,37.895
598318,38.19
598319,37.319
598320,36.646
598321,35.622
598322,34.99
598323,34.025
598324,32.842
598325,32.651
598326,33.314
598327,34.056
598328,34.67
598437,11.468
598439,12.979
598440,16.05
598441,21.646
598442,26.25
598443,28.84
598444,30.701
598445,31.866
598446,32.642
598447,32.343
598448,31.39
598449,30.978
598450,30.804
598451,30.635
598452,30.987
598569,18.586
598570,22.131
598571,23.644
598574,25.233
613409,4.09
613410,5.215
613412,8.577
613413,13.609
613414,19.463
613415,25.133
613416,29.989
613417,34.783
613418,38.772
613419,40.278
613420,39.617
613421,38.077
613422,37.531
613423,37.183
613424,37.094
613536,5.028
613537,6.669
613538,7.881
613540,11.807
613541,17.168
613542,23.455
613543,29.586
613544,36.609
613545,44.0
613546,48.847
613547,51.051
613548,50.503
613549,49.121
613550,48.35
613551,47.956
613552,47.356
613553,47.352
613554,46.754
613555,45.936
613556,44.844
613557,43.015
613558,41.338
613559,40.784
613560,40.506
613664,7.53
613665,9.338
613666,10.553
613667,12.037
613668,14.729
613669,19.541
613670,25.623
613671,31.814
613672,39.79
613673,48.713
613674,54.45
613675,56.623
613676,56.001
613677,55.163
613678,54.985
613679,54.477
613680,53.519
613681,53.252
613682,53.292
613683,52.166
613684,50.929
613685,49.117
613686,47.534
613687,46.178
613688,45.083
613689,44.846
613792,8.215
613793,10.265
613794,11.998
613795,13.856
613796,16.341
613797,20.409
613798,26.234
613799,32.318
613800,40.832
613801,50.64
613802,57.077
613803,59.365
613804,58.768
613805,58.293
613806,57.634
613807,57.17
613808,56.108
613809,55.592
613810,54.822
613811,53.988
613812,52.794
613813,51.454
613814,50.072
613815,49.198
613816,48.293
613817,47.531
613818,47.342
613819,48.524
613820,49.266
613920,8.314
613921,10.588
613922,12.79
613923,14.833
613924,17.415
613925,21.253
613926,25.995
613927,32.097
613928,40.996
613929,51.925
