,data
598317,18.491
598318,18.096
598444,16.283
598571,15.262
598699,12.305
598829,9.752
614574,17.66
614700,19.264
614701,19.949
614702,19.45
614817,0.494
614827,16.831
614828,17.945
614829,18.272
614941,0.335
614942,0.668
614943,1.202
614944,1.788
614945,2.221
614946,2.451
614955,17.05
614956,16.726
615069,1.371
615070,2.268
615071,3.231
615072,4.005
615073,4.465
615074,4.785
615083,14.165
615198,4.495
615199,5.166
615200,5.459
615201,5.58
615213,11.433
615214,11.76
615341,5.062
615342,5.171
630958,19.82
631084,20.849
631085,21.983
631086,21.15
631196,0.033
631197,0.175
631198,0.209
631199,0.396
631200,0.706
631201,1.004
631202,1.698
631211,17.832
631212,18.818
631213,19.229
631323,0.169
631324,0.282
631325,0.509
631326,1.005
631327,1.718
631328,2.543
631329,3.249
631330,3.5
631331,3.659
631339,18.077
631340,17.842
631450,0.249
631451,0.5
631452,1.104
631453,1.939
631454,3.13
631455,4.133
631456,4.633
631457,5.192
631458,5.328
631459,5.358
631467,15.449
631468,16.426
631469,16.746
631580,2.686
631581,3.807
631582,4.897
631583,5.604
631584,5.802
631585,5.932
631586,5.754
631595,8.328
631597,12.673
631598,13.012
631710,5.565
631712,5.831
631725,5.556
631726,5.694
647340,21.256
647341,21.822
647342,21.16
647455,0.133
647456,0.281
647457,0.886
647468,21.803
647469,22.642
647470,21.807
647579,0.043
647580,0.114
647581,0.209
647582,0.377
647583,0.731
647584,1.244
647585,1.753
647586,2.688
647587,3.894
647595,18.483
647596,19.284
647597,19.545
647704,0.053
647705,0.057
647706,0.095
647707,0.176
647708,0.501
647709,0.905
647710,1.525
647711,2.346
647712,3.335
647713,4.063
647714,4.424
647715,4.548
647716,5.007
647723,18.738
647724,18.638
647733,21.483
647734,22.133
647735,22.133
647736,21.682
647737,20.193
647832,0.045
647833,0.142
647834,0.326
647835,0.736
647836,1.491
647837,2.502
647838,3.731
647839,4.748
647840,5.409
647841,5.726
647842,5.822
647843,5.853
647844,5.961
647851,16.749
647852,17.775
647853,18.06
647854,17.173
647860,20.662
647861,20.34
647862,20.391
647863,19.48
647864,18.765
647865,16.145
647866,12.144
647962,0.837
647963,1.844
647964,3.19
647965,4.449
647966,5.279
647967,5.86
647968,6.035
647969,6.056
647970,5.954
647971,5.891
647979,9.283
647981,14.142
647982,14.128
647983,14.046
647989,10.855
647990,9.047
647991,8.279
647992,8.011
647993,7.338
648092,4.015
648093,5.084
648094,5.653
648095,5.919
648096,5.893
648097,5.869
648109,6.009
648110,6.12
648118,5.64
648119,5.475
663596,19.322
663712,0.204
663713,1.09
663724,22.273
663725,22.985
663726,22.726
663727,22.013
663728,20.994
663838,0.111
663839,0.188
663840,0.448
663841,1.364
663842,3.676
663843,6.937
663848,15.67
663849,17.12
663850,18.857
663851,20.498
663852,21.979
663853,22.742
663854,22.49
663855,21.986
663856,21.273
663857,20.353
663858,20.022
663860,20.59
663861,20.694
663862,20.825
663863,21.127
663864,20.996
663865,20.78
663866,19.704
663961,0.029
663962,0.036
663963,0.067
663964,0.12
663965,0.313
663966,0.635
663967,1.103
663968,1.842
663969,2.666
663970,3.892
663971,5.232
663973,8.731
663974,12.339
663975,16.108
663976,18.117
663977,18.767
663978,19.191
663979,19.682
663980,20.333
663981,20.683
663982,20.307
663983,19.867
663984,19.232
663985,19.311
663986,20.136
663987,21.665
663988,23.145
663989,24.204
663990,24.754
663991,24.794
663992,24.703
663993,23.977
663994,22.454
663995,20.916
663996,18.138
664085,0.015
664086,0.007
664087,0.013
664088,0.002
664089,0.048
664090,0.096
664091,0.277
664092,0.604
664093,1.275
664094,2.164
664095,3.34
664096,4.269
664097,4.996
664098,5.259
664099,5.562
664100,6.062
664101,7.966
664102,11.839
664103,16.045
664104,18.673
664105,19.519
664106,19.683
664107,19.77
664108,19.784
664109,19.606
664110,18.777
664111,18.234
664112,17.982
664113,19.349
664114,21.32
664115,23.646
664116,25.36
664117,26.481
664118,27.186
664119,27.007
664120,26.322
664121,24.888
664122,22.511
664123,18.408
664124,13.307
664125,9.157
664213,0.005
664214,0.031
664215,0.016
664216,0.032
664217,0.172
664218,0.393
664219,1.041
664220,1.932
664221,3.123
664222,4.492
664223,5.511
664224,5.97
664225,6.186
664226,6.175
664227,6.161
664228,6.349
664229,6.902
664230,8.313
664231,10.604
664232,13.568
664233,15.778
664234,16.753
664235,17.899
664236,19.153
664237,19.371
664238,18.948
664239,18.324
664240,18.487
664241,20.315
664242,22.541
664243,24.45
664244,24.916
664245,24.194
664246,23.791
664247,23.256
664248,21.768
664249,18.748
664250,14.074
664251,9.854
664252,7.329
664253,6.106
664343,0.013
664344,0.07
664345,0.285
664346,0.867
664347,1.999
664348,3.51
664349,4.703
664350,5.652
664351,6.027
664352,6.177
664353,6.051
664354,6.015
664355,5.951
664356,5.928
664357,6.17
664358,6.331
664359,6.859
664360,7.145
664361,7.587
664362,8.246
664363,10.484
664364,13.641
664365,15.284
664366,15.467
664367,15.146
664368,15.361
664369,16.631
664370,18.092
664371,18.748
664372,16.577
664373,12.716
664374,10.536
664375,9.648
664376,9.103
664377,8.26
664378,6.988
664379,5.977
664380,5.591
664381,5.558
664476,3.868
664477,5.144
664478,5.512
664479,5.948
664480,5.919
664481,5.838
664482,5.728
664483,5.538
664487,5.784
664488,5.652
664489,5.121
664490,4.997
664491,5.279
664492,6.006
664493,6.542
664494,6.725
664495,6.832
664496,6.667
664497,6.939
664498,7.25
664499,7.35
664500,7.103
664501,6.222
664502,5.783
664503,5.396
664504,5.477
664505,5.392
664506,5.364
664507,5.279
664508,5.209
664607,5.618
664608,5.478
664609,5.287
664616,4.881
664617,4.553
664618,4.421
664619,4.497
664620,4.687
664621,5.267
664623,5.558
664624,5.462
664625,5.242
664629,4.83
664630,4.963
664631,4.937
664632,5.357
664633,5.607
664634,5.502
664635,5.426
679857,14.775
679976,13.9
679977,16.029
679980,21.452
679981,21.73
679983,21.377
679984,20.897
679985,20.1
679986,19.169
680095,0.155
680096,0.415
680097,1.805
680098,5.314
680099,9.562
680102,13.489
680103,14.704
680104,16.245
680105,18.121
680106,20.256
680107,21.785
680108,23.142
680109,23.718
680110,23.575
680111,23.535
680112,22.947
680113,22.408
680114,21.719
680115,20.916
680116,20.453
680117,20.229
680118,20.366
680119,20.577
680120,20.756
680121,20.414
680122,19.988
680123,19.478
680124,18.746
680222,0.229
680223,0.411
680224,0.938
680225,2.324
680226,5.859
680227,10.0
680228,12.787
680229,14.089
680230,15.776
680231,17.099
680232,18.516
680233,19.356
680234,20.068
680235,21.181
680236,22.547
680237,22.763
680238,22.64
680239,22.951
680240,22.812
680241,22.494
680242,22.532
680243,23.013
680244,23.294
680245,23.94
680246,24.117
680247,24.227
680248,24.166
680249,24.14
680250,23.548
680251,23.0
680252,21.434
680253,17.886
680342,0.01
680343,0.01
680344,0.058
680345,0.041
680346,0.059
680347,0.116
680348,0.217
680349,0.537
680350,0.94
680351,1.65
680352,2.626
680353,4.038
680354,5.558
680355,7.533
680356,9.437
680357,12.065
680358,15.617
680359,18.766
680360,20.093
680361,20.205
680362,19.886
680363,20.109
680364,20.743
680365,21.184
680366,20.941
680367,20.714
680368,20.556
680369,20.961
680370,21.862
680371,23.665
680372,25.193
680373,25.951
680374,26.647
680375,26.819
680376,26.706
680377,26.414
680378,25.793
680379,24.432
680380,21.737
680381,16.744
680382,10.668
680467,0.004
680468,0.007
680469,0.006
680470,0.027
680471,0.009
680472,0.032
680473,0.091
680474,0.165
680475,0.414
680476,0.95
680477,1.743
680478,2.948
680479,4.153
680480,5.14
680481,5.741
680482,5.909
680483,6.298
680484,7.089
680485,9.391
680486,13.684
680487,17.824
680488,20.238
680489,20.492
680490,20.111
680491,19.798
680492,20.189
680493,20.277
680494,19.882
680495,19.605
680496,19.228
680497,20.693
680498,23.166
680499,25.476
680500,27.023
680501,28.007
680502,28.161
680503,28.056
680504,27.472
680505,26.3
680506,24.226
680507,20.555
680508,15.08
680509,10.711
680510,7.735
680595,0.009
680596,0.016
680597,0.007
680598,0.014
680599,0.014
680600,0.0
680601,0.183
680602,0.532
680603,1.295
680604,2.491
680605,3.779
680606,5.04
680607,5.861
680608,6.335
680609,6.436
680610,6.33
680611,6.397
680612,6.54
680613,7.275
680614,9.154
680615,11.919
680616,14.887
680617,16.718
680618,17.726
680619,18.264
680620,19.414
680621,19.811
680622,19.834
680623,19.356
680624,20.224
680625,22.782
680626,25.175
680627,26.381
680628,26.325
680629,25.704
680630,24.891
680631,24.328
680632,22.667
680633,19.827
680634,15.175
680635,10.966
680636,8.016
680637,6.372
680638,5.964
680725,0.029
680726,0.026
680727,0.042
680728,0.037
680729,0.29
680730,0.841
680731,1.968
680732,3.712
680733,4.985
680734,5.812
680735,6.14
680736,6.249
680737,6.256
680738,6.189
680739,5.944
680740,6.114
680741,6.347
680742,6.606
680743,7.26
680744,7.976
680745,8.47
680746,9.352
680747,11.601
680748,14.41
680749,15.954
680750,16.623
680751,16.929
680752,17.99
680753,19.979
680754,21.139
680755,20.851
680756,17.815
680757,13.665
680758,11.304
680759,10.429
680760,9.79
680761,8.878
680762,7.474
680763,6.469
680764,5.874
680765,5.597
680766,5.459
680858,0.878
680859,2.099
680860,3.676
680861,4.978
680862,5.563
680863,5.744
680864,5.867
680865,5.846
680866,5.628
680867,5.37
680868,5.451
680869,5.751
680870,5.909
680871,5.99
680872,5.588
680873,5.583
680874,5.589
680875,6.176
680876,6.967
680877,7.576
680878,7.963
680879,8.085
680880,8.187
680881,8.409
680882,8.741
680883,8.642
680884,8.003
680885,7.034
680886,6.549
680887,6.31
680888,6.645
680889,6.695
680890,6.618
680891,6.308
680892,5.873
680893,5.509
680894,5.318
680991,5.355
680992,5.456
680993,5.295
680994,5.148
680995,4.909
680998,4.973
680999,5.185
681000,5.307
681001,6.246
681002,7.715
681003,9.101
681004,10.034
681005,10.369
681006,10.635
681007,10.733
681008,10.377
681009,10.213
681010,10.068
681011,9.979
681012,9.878
681013,9.801
681014,9.808
681015,10.3
681016,10.755
681017,11.276
681018,11.128
681019,10.602
681020,9.587
681021,8.687
681127,5.626
681128,7.469
681129,10.734
681130,15.563
681131,19.359
681132,21.077
681133,21.278
681134,21.112
681135,20.9
681136,20.377
681137,19.561
681138,18.424
681139,17.25
681140,16.673
681141,16.555
681142,17.114
681143,17.576
681144,17.793
681145,17.6
681146,17.205
681147,16.45
681258,22.585
681259,24.862
681260,25.447
681264,23.491
696112,14.758
696113,13.198
696230,13.158
696231,14.019
696232,15.189
696233,16.659
696234,18.31
696235,19.06
696236,18.91
696237,18.267
696239,18.211
696240,18.366
696241,17.677
696356,12.23
696357,13.313
696358,14.281
696359,15.296
696360,16.614
696361,18.486
696362,20.643
696363,21.973
696364,22.634
696365,22.905
696366,22.907
696367,22.796
696368,22.586
696369,22.074
696370,21.672
696371,21.173
696372,20.456
696373,20.088
696374,19.889
696375,19.687
696376,19.449
696377,19.049
696378,18.608
696379,18.246
696480,0.727
696481,2.79
696482,7.161
696483,11.865
696484,14.384
696485,15.327
696486,16.152
696487,16.868
696488,17.984
696489,19.333
696490,20.855
696491,22.126
696492,23.051
696493,23.419
696494,23.579
696495,23.463
696496,23.308
696497,22.987
696498,23.014
696499,23.201
696500,22.861
696501,22.584
696502,22.567
696503,22.448
696504,22.603
696505,22.413
696506,22.278
696507,21.879
696508,21.358
696509,20.096
696600,0.022
696601,0.009
696602,0.041
696603,0.033
696604,0.031
696605,0.174
696606,0.299
696607,0.75
696608,1.586
696609,3.971
696610,8.322
696611,12.973
696612,15.825
696613,17.047
696614,18.123
696615,19.052
696616,19.756
696617,20.108
696618,20.353
696619,21.145
696620,21.906
696621,22.313
696622,22.47
696623,22.823
696624,22.903
696625,22.484
696626,23.134
696627,23.779
696628,24.638
696629,24.773
696630,25.04
696631,25.132
696632,25.056
696633,25.174
696634,24.907
696635,24.485
696636,23.005
696637,20.079
696638,15.714
696724,0.019
696725,0.01
696726,0.001
696727,0.014
696728,0.034
696729,0.033
696730,0.112
696731,0.089
696732,0.345
696733,0.754
696734,1.424
696735,2.448
696736,3.649
696737,5.285
696738,7.601
696739,10.021
696740,11.649
696741,14.021
696742,17.753
696743,20.066
696744,20.835
696745,20.457
696746,19.788
696747,19.735
696748,20.211
696749,20.707
696750,21.219
696751,21.751
696752,22.158
696753,22.124
696754,23.045
696755,24.746
696756,25.922
696757,26.554
696758,27.076
696759,27.14
696760,27.119
696761,26.875
696762,26.56
696763,25.424
696764,22.654
696765,17.616
696766,11.303
696767,7.873
696850,0.006
696851,0.01
696852,0.005
696853,0.026
696854,0.007
696855,0.019
696856,0.078
696857,0.105
696858,0.179
696859,0.608
696860,1.299
696861,2.405
696862,3.646
696863,4.971
696864,5.896
696865,6.239
696866,6.643
696867,6.867
696868,7.92
696869,10.462
696870,14.927
696871,18.868
696872,20.497
696873,20.534
696874,19.218
696875,18.949
696876,19.047
696877,19.688
696878,20.88
696879,21.981
696880,23.257
696881,24.567
696882,25.707
696883,26.967
696884,27.555
696885,28.306
696886,28.525
696887,28.29
696888,27.633
696889,26.687
696890,24.617
696891,20.927
696892,15.874
696893,11.374
696894,8.163
696895,6.734
696977,0.015
696978,0.007
696979,0.007
696980,0.004
696981,0.013
696982,0.03
696983,0.004
696984,0.059
696985,0.134
696986,0.572
696987,1.498
696988,2.955
696989,4.458
696990,5.567
696991,6.145
696992,6.452
696993,6.509
696994,6.475
696995,6.385
696996,6.839
696997,7.99
696998,9.955
696999,12.679
697000,15.672
697001,16.973
697002,17.076
697003,17.436
697004,18.275
697005,19.404
697006,20.765
697007,22.145
697008,24.037
697009,26.058
697010,27.06
697011,27.409
697012,26.697
697013,25.98
697014,25.18
697015,24.544
697016,22.798
697017,20.003
697018,15.433
697019,11.474
697020,8.351
697021,6.964
697022,6.19
697023,6.139
697108,0.006
697109,0.026
697110,0.01
697111,0.014
697112,0.081
697113,0.269
697114,0.739
697115,1.887
697116,3.586
697117,5.108
697118,5.919
697119,6.313
697120,6.35
697121,6.327
697122,6.245
697123,6.039
697124,6.239
697125,6.353
697126,7.009
697127,7.677
697128,8.571
697129,9.06
697130,9.96
697131,11.672
697132,14.288
697133,16.251
697134,17.685
697135,18.87
697136,20.361
697137,22.221
697138,22.767
697139,21.917
697140,18.79
697141,14.715
697142,12.402
697143,11.555
697144,11.122
697145,10.349
697146,8.986
697147,7.563
697148,6.764
697149,6.156
697150,5.963
697151,5.733
697240,0.076
697241,0.285
697242,0.71
697243,1.891
697244,3.443
697245,4.77
697246,5.564
697247,5.832
697248,5.88
697249,5.887
697250,5.568
697251,5.602
697252,5.503
697253,5.691
697254,5.851
697255,5.877
697256,6.18
697257,6.921
697258,8.434
697259,9.871
697260,10.989
697261,11.894
697262,12.439
697263,12.83
697264,13.245
697265,13.385
697266,13.603
697267,13.305
697268,12.64
697269,11.629
697270,10.995
697271,10.894
697272,11.396
697273,11.731
697274,11.918
697275,11.277
697276,10.518
697277,9.757
697278,9.25
697279,8.696
697376,5.375
697377,5.334
697378,5.159
697379,4.983
697380,5.089
697381,5.211
697382,5.378
697383,6.171
697384,7.741
697385,10.81
697386,15.355
697387,18.578
697388,19.904
697389,20.329
697390,20.675
697391,20.531
697392,20.379
697393,20.195
697394,20.325
697395,20.518
697396,20.838
697397,20.66
697398,20.558
697399,20.635
697400,20.935
697401,20.989
697402,20.925
697403,20.632
697404,19.867
697405,18.735
697406,17.05
697508,5.513
697509,6.404
697510,7.552
697511,9.607
697512,14.018
697513,18.937
697514,22.743
697515,24.732
697516,25.51
697517,25.503
697518,25.529
697519,25.333
697520,24.694
697521,24.286
697522,24.143
697523,24.103
697524,24.015
697525,23.989
697526,23.984
697527,24.084
697528,23.999
697529,24.022
697530,23.833
697531,23.032
697532,21.701
697533,19.643
697637,12.227
697638,15.652
697639,17.941
697640,21.149
697641,24.332
697642,25.927
697643,26.185
697644,25.765
697645,25.68
697647,25.29
697648,24.317
697649,22.987
697650,21.625
697651,19.798
697652,18.511
697653,18.232
697654,18.761
697655,19.642
697656,20.199
697657,20.559
697658,20.288
697659,19.486
697768,23.403
697769,24.516
697770,25.041
697771,25.104
697772,24.753
697773,24.363
697775,23.932
697776,22.983
712226,0.654
712227,0.988
712350,0.379
712351,0.462
712352,0.616
712353,1.208
712354,2.585
712355,5.069
712356,8.595
712357,11.279
712358,12.357
712359,12.956
712360,14.058
712361,15.784
712362,17.113
712369,21.94
712477,0.209
712478,0.282
712479,0.419
712480,1.032
712481,3.106
712482,7.529
712483,11.692
712484,14.586
712485,16.053
712486,16.55
712487,17.009
712488,17.678
712489,18.504
712490,19.599
712491,20.304
712492,21.281
712493,22.12
712495,22.229
712496,20.463
712497,17.56
712590,0.0
712603,0.026
712604,0.057
712605,0.092
712606,0.166
712607,0.31
712608,0.958
712609,3.374
712610,8.007
712611,12.143
712612,14.513
712613,15.285
712614,15.55
712615,16.133
712616,16.84
712617,18.496
712618,20.172
712619,20.95
712620,20.91
712621,20.943
712622,21.112
712623,21.207
712624,21.176
712625,20.222
712626,19.832
712627,19.308
712628,18.861
712629,18.503
712630,18.253
712631,18.295
712632,18.207
712633,18.164
712634,17.685
712635,17.213
712730,0.007
712731,0.025
712732,0.029
712733,0.026
712734,0.096
712735,0.234
712736,0.934
712737,3.246
712738,7.928
712739,12.319
712740,14.487
712741,15.061
712742,15.604
712743,16.166
712744,17.205
712745,18.95
712746,21.017
712747,22.228
712748,22.771
712749,23.153
712750,23.213
712751,23.137
712752,22.915
712753,22.437
712754,22.435
712755,22.01
712756,21.682
712757,21.305
712758,21.085
712759,21.079
712760,21.105
712761,21.054
712762,20.817
712763,20.528
712764,19.94
712765,19.122
712856,0.011
712857,0.02
712858,0.023
712859,0.052
712860,0.041
712861,0.07
712862,0.163
712863,0.363
712864,1.183
712865,3.798
712866,8.764
712867,13.465
712868,15.813
712869,16.656
712870,17.064
712871,17.741
712872,18.686
712873,19.521
712874,20.468
712875,21.301
712876,21.743
712877,22.415
712878,22.856
712879,23.031
712880,22.981
712881,22.832
712882,23.083
712883,23.242
712884,23.422
712885,23.047
712886,22.98
712887,22.821
712888,23.174
712889,23.019
712890,22.861
712891,22.7
712892,22.239
712893,21.377
712894,19.965
712982,0.0
712983,0.014
712984,0.036
712985,0.044
712986,0.043
712987,0.044
712988,0.102
712989,0.207
712990,0.508
712991,1.104
712992,2.467
712993,5.502
712994,10.571
712995,15.008
712996,17.527
712997,18.702
712998,19.53
712999,20.133
713000,20.367
713001,19.995
713002,19.744
713003,19.763
713004,20.219
713005,20.92
713006,21.652
713007,22.601
713008,23.029
713009,23.71
713010,24.148
713011,24.633
713012,25.124
713013,25.134
713014,25.257
713015,25.252
713016,25.45
713017,25.443
713018,25.177
713019,24.717
