,data
597788,0.02
597789,0.007
597791,0.023
597916,0.004
597918,0.006
614045,0.01
614046,0.022
614047,0.014
614068,13.516
614172,0.004
614173,0.013
614174,0.011
614175,0.016
614176,0.031
614185,10.845
614194,14.357
614195,13.686
614298,0.001
614299,0.004
614300,0.013
614301,0.025
614302,0.021
614303,0.028
614304,0.03
614312,9.758
614313,12.114
614321,15.272
614322,14.331
614323,13.669
614324,13.801
614427,0.005
614428,0.0
614429,0.01
614440,10.431
614449,14.943
614450,14.045
614451,13.588
614577,14.692
614578,14.085
614579,13.583
614706,13.738
630193,14.877
630194,13.786
630195,12.817
630302,0.012
630303,0.026
630313,8.215
630314,13.698
630316,20.479
630320,15.588
630321,15.471
630322,14.137
630323,13.661
630324,13.361
630427,0.007
630428,0.007
630429,0.006
630430,0.014
630431,0.022
630438,4.96
630439,6.044
630440,7.285
630441,10.16
630442,16.112
630443,20.797
630444,22.033
630445,21.922
630446,20.054
630447,16.577
630448,15.842
630449,15.944
630450,14.679
630451,14.203
630452,13.898
630453,13.882
630555,0.017
630556,0.004
630557,0.009
630558,0.006
630559,0.007
630560,0.04
630566,4.297
630567,6.679
630568,8.863
630569,12.079
630570,17.538
630571,21.705
630572,22.057
630573,21.93
630574,19.826
630575,16.564
630576,15.75
630577,16.064
630578,14.861
630579,14.237
630580,14.289
630581,14.352
630683,0.003
630684,0.005
630685,0.024
630686,0.017
630687,0.008
630688,0.022
630694,4.03
630695,7.327
630696,10.346
630697,13.108
630698,18.31
630699,21.981
630700,22.223
630701,21.647
630702,19.448
630703,16.225
630704,15.754
630705,15.925
630706,14.839
630707,14.321
630708,14.326
630709,14.586
630811,0.006
630812,0.009
630813,0.01
630814,0.007
630815,0.026
630822,4.534
630823,8.089
630824,10.725
630825,13.174
630826,18.174
630827,21.659
630828,21.999
630829,21.432
630830,19.353
630831,16.056
630832,15.809
630833,15.834
630834,14.864
630835,14.319
630836,14.214
630837,14.684
630941,0.018
630952,10.24
630953,12.559
630954,16.846
630955,20.495
630956,21.41
630957,21.243
630958,19.044
630959,16.012
630960,15.444
630961,15.634
630962,14.714
630963,14.276
630964,14.592
630965,14.526
631086,17.873
631087,15.194
631088,14.915
631089,15.308
631090,14.375
631091,14.08
631092,14.332
631215,14.009
631216,14.047
631217,14.821
631218,14.514
