,data
565310,19.311
565311,18.424
565312,18.065
565313,17.509
565314,17.437
565315,17.099
565316,16.875
565317,16.851
565438,19.058
565439,18.448
565440,17.463
565441,17.199
565442,17.249
565443,17.012
565444,16.545
565445,16.449
565567,18.034
565568,17.515
565569,17.357
565570,17.453
565571,17.27
565572,17.156
565573,16.94
565697,17.603
565698,17.823
565699,18.221
565700,18.014
581314,18.256
581315,18.234
581316,18.595
581317,19.518
581318,20.068
581427,20.34
581428,20.583
581429,20.75
581430,20.467
581437,19.743
581438,19.698
581439,19.112
581440,18.409
581441,18.215
581442,17.515
581443,17.229
581444,17.377
581445,17.615
581446,17.686
581447,17.642
581554,22.665
581555,22.349
581556,22.065
581557,21.616
581558,21.039
581559,20.891
581560,20.789
581561,20.588
581562,20.499
581563,20.963
581564,21.041
581565,20.316
581566,19.762
581567,18.995
581568,18.443
581569,17.973
581570,18.01
581571,17.494
581572,17.326
581573,17.021
581574,16.808
581575,16.932
581576,17.225
581681,22.704
581682,22.904
581683,22.754
581684,22.329
581685,21.921
581686,21.405
581687,20.995
581688,20.989
581689,20.555
581690,20.942
581691,20.995
581692,21.189
581693,20.692
581694,19.929
581695,18.939
581696,18.444
581697,17.917
581698,17.94
581699,17.282
581700,17.257
581701,16.946
581702,16.906
581703,17.097
581704,17.399
581809,21.295
581810,21.264
581811,21.288
581812,20.436
581813,20.406
581814,20.451
581815,20.558
581816,20.679
581817,20.501
581818,20.614
581819,21.194
581820,21.259
581821,20.333
581822,19.59
581823,18.904
581824,17.977
581825,17.814
581826,17.693
581827,17.539
581828,17.211
581829,17.32
581830,17.135
581831,17.114
581832,17.455
581833,17.937
581937,17.032
581938,17.165
581939,17.015
581940,16.968
581941,17.206
581942,18.258
581943,19.061
581944,19.357
581945,19.7
581946,20.267
581947,20.351
581948,20.577
581949,20.491
581950,19.713
581951,19.067
581952,18.52
581953,18.506
581954,18.975
581955,19.041
581956,19.135
581957,18.692
581958,18.237
581959,17.931
581960,18.308
582065,13.298
582066,13.383
582067,13.401
582068,13.281
582069,13.826
582070,14.862
582071,16.145
582072,17.364
582073,18.162
582074,19.042
582075,19.687
582076,20.192
582077,20.229
582078,19.98
582079,19.94
582080,20.015
582081,19.939
582082,20.744
582083,21.887
582084,21.972
582085,21.324
582086,20.149
582087,19.031
582088,19.312
582195,11.743
582196,11.648
582197,11.86
582198,12.333
582204,19.543
582205,20.251
582206,21.056
582207,22.518
582208,23.171
582209,23.121
582210,23.678
582211,24.155
582212,24.5
582213,23.281
582214,21.573
582215,20.25
582216,20.002
582334,22.337
582335,24.321
582336,25.668
582337,25.056
582338,24.22
582339,24.123
582340,23.69
582341,22.711
582342,21.245
582343,20.118
582467,22.802
582469,21.446
597568,22.237
597569,24.65
597570,26.042
597571,26.466
597572,27.028
597573,28.009
597574,28.468
597575,27.514
597682,18.252
597683,19.044
597684,19.953
597685,20.29
597686,21.055
597687,20.733
597688,20.667
597689,20.822
597690,20.692
597691,20.657
597692,20.528
597693,20.1
597694,20.011
597695,19.654
597696,20.377
597697,20.633
597698,20.948
597699,21.556
597700,23.282
597701,25.652
597702,26.984
597703,26.813
597704,25.315
597809,22.224
597810,22.155
597811,22.443
597812,22.163
597813,22.227
597814,21.734
597815,21.6
597816,21.427
597817,21.356
597818,21.362
597819,21.421
597820,21.396
597821,20.666
597822,20.08
597823,19.551
597824,19.213
597825,18.9
597826,18.635
597827,18.89
597828,19.847
597829,21.165
597830,21.982
597831,21.932
597832,21.683
597833,21.114
597937,24.049
597938,24.119
597939,23.881
597940,23.312
597941,23.089
597942,22.599
597943,22.122
597944,22.002
597945,21.86
597946,21.932
597947,22.239
597948,21.949
597949,21.27
597950,20.334
597951,19.588
597952,18.735
597953,18.404
597954,18.383
597955,18.162
597956,18.152
597957,18.345
597958,18.434
597959,18.654
597960,18.989
597961,18.657
597962,18.51
598064,23.554
598065,24.508
598066,24.785
598067,24.319
598068,23.822
598069,22.921
598070,22.171
598071,22.256
598072,22.036
598073,21.757
598074,22.156
598075,22.28
598076,22.143
598077,21.907
598078,20.534
598079,19.417
598080,18.834
598081,18.614
598082,18.376
598083,18.159
598084,17.885
598085,17.657
598086,17.683
598087,17.799
598088,17.78
598089,18.223
598090,18.45
598192,21.76
598193,23.021
598194,23.623
598195,23.069
598196,22.553
598197,22.009
598198,21.762
598199,21.942
598200,21.766
598201,21.797
598202,22.076
598203,22.45
598204,22.282
598205,21.617
598206,20.619
598207,19.473
598208,19.058
598209,18.859
