,data
384811,1.0
384940,3.0
385067,2.0
385068,3.0
401452,2.0
401575,1.0
401707,5.0
401708,1.0
417325,4.0
417571,1.0
417572,2.0
417578,1.0
417699,4.0
417708,4.0
417835,3.0
417836,1.0
417953,1.0
417955,3.0
417967,5.0
418091,2.0
418209,3.0
418477,1.0
418593,1.0
418605,1.0
418729,2.0
433317,2.0
433321,3.0
433441,2.0
433443,1.0
433445,2.0
433577,3.0
433581,2.0
433697,1.0
433826,4.0
433827,5.0
433836,5.0
433837,3.0
433953,1.0
433964,5.0
434091,3.0
434096,2.0
434209,3.0
434224,4.0
434347,1.0
434352,3.0
434473,1.0
434733,4.0
434861,3.0
434977,4.0
435105,1.0
435109,3.0
435242,1.0
435369,5.0
449577,4.0
449701,1.0
449825,3.0
449827,3.0
449833,5.0
449834,2.0
449946,1.0
449948,1.0
449953,2.0
449954,3.0
449961,4.0
449962,4.0
449963,6.0
449964,4.0
449965,5.0
450082,1.0
450084,3.0
450088,8.0
450089,2.0
450093,10.0
450221,1.0
450337,2.0
450339,6.0
450340,2.0
450348,5.0
450349,12.0
450351,2.0
450352,2.0
450465,8.0
450466,7.0
450467,5.0
450468,8.0
450470,1.0
450471,9.0
450472,38.0
450473,88.0
450474,194.0
450475,174.0
450476,82.0
450477,2.0
450480,2.0
450592,5.0
450593,9.0
450595,32.0
450596,61.0
450597,32.0
450598,13.0
450599,27.0
450600,214.0
450601,457.0
450602,322.0
450603,234.0
450604,193.0
450605,4.0
450607,3.0
450608,1.0
450720,7.0
450721,2.0
450722,11.0
450723,50.0
450724,99.0
450725,35.0
450726,24.0
450727,58.0
450728,178.0
450729,74.0
450730,529.0
450731,480.0
450732,187.0
450735,3.0
450736,1.0
450849,1.0
450851,6.0
450852,28.0
450854,2.0
450855,3.0
450856,116.0
450857,299.0
450858,297.0
450859,58.0
450860,22.0
450864,7.0
450980,2.0
450981,2.0
450985,9.0
450986,18.0
450988,3.0
450989,6.0
450990,2.0
450991,3.0
450992,6.0
451105,4.0
451110,3.0
451116,2.0
451117,6.0
451120,5.0
451234,1.0
451235,1.0
451236,2.0
451239,5.0
451240,7.0
451241,2.0
451248,4.0
451363,3.0
451365,4.0
451373,5.0
451483,4.0
451493,3.0
451494,5.0
451617,3.0
451620,1.0
451621,1.0
451622,1.0
451628,5.0
451748,2.0
451749,4.0
451750,1.0
465830,2.0
465955,3.0
465957,2.0
465959,4.0
465962,1.0
466093,1.0
466209,6.0
466213,5.0
466214,6.0
466217,7.0
466218,2.0
466221,2.0
466330,4.0
466338,2.0
466341,10.0
466342,4.0
466343,4.0
466344,2.0
466345,11.0
466346,12.0
466347,9.0
466348,7.0
466349,10.0
466464,2.0
466465,4.0
466467,7.0
466468,10.0
466469,6.0
466470,4.0
466471,1.0
466472,16.0
466473,43.0
466474,71.0
466475,43.0
466476,8.0
466477,14.0
466478,6.0
466479,6.0
466586,4.0
466593,8.0
466594,85.0
466595,165.0
466596,360.0
466597,295.0
466598,274.0
466599,385.0
466600,374.0
466601,597.0
466602,517.0
466603,749.0
466604,652.0
466605,275.0
466606,8.0
466608,6.0
466720,161.0
466721,538.0
466722,673.0
466723,704.0
466724,634.0
466725,864.0
466726,895.0
466727,507.0
466728,783.0
466729,722.0
466730,618.0
466731,688.0
466732,582.0
466733,749.0
466734,267.0
466735,9.0
466846,2.0
466847,264.0
466848,708.0
466849,621.0
466850,531.0
466851,256.0
466852,714.0
466853,689.0
466854,578.0
466855,536.0
466856,401.0
466857,367.0
466858,759.0
466859,805.0
466860,756.0
466861,729.0
466862,194.0
466864,5.0
466974,7.0
466975,397.0
466976,291.0
466977,347.0
466978,252.0
466979,333.0
466980,570.0
466981,610.0
466982,576.0
466983,364.0
466984,259.0
466985,423.0
466986,879.0
466987,956.0
466988,887.0
466989,765.0
466990,721.0
466991,75.0
466992,3.0
467102,11.0
467103,406.0
467104,496.0
467105,473.0
467106,364.0
467107,241.0
467108,559.0
467109,669.0
467110,553.0
467111,488.0
467112,353.0
467113,418.0
467114,807.0
467115,908.0
467116,878.0
467117,726.0
467118,604.0
467119,23.0
467120,6.0
467230,5.0
467231,174.0
467232,516.0
467233,455.0
467234,333.0
467235,648.0
467236,643.0
467237,734.0
467238,831.0
467239,701.0
467240,446.0
467241,463.0
467242,692.0
467243,806.0
467244,781.0
467245,522.0
467246,286.0
467247,22.0
467248,8.0
467358,2.0
467360,130.0
467361,638.0
467362,762.0
467363,434.0
467364,865.0
467365,817.0
467366,385.0
467367,796.0
467368,706.0
467369,605.0
467370,646.0
467371,760.0
467372,841.0
467373,348.0
467374,13.0
467376,4.0
467482,2.0
467486,1.0
467489,8.0
467490,77.0
467491,335.0
467492,282.0
467493,68.0
467494,134.0
467495,409.0
467496,285.0
467497,798.0
467498,907.0
467499,615.0
467500,89.0
467501,53.0
467502,2.0
467504,8.0
467610,2.0
467612,1.0
467617,1.0
467619,11.0
467623,14.0
467624,48.0
467625,158.0
467626,15.0
467627,32.0
467628,10.0
467629,12.0
467630,10.0
467631,6.0
467632,4.0
467738,1.0
467747,2.0
467748,7.0
467749,5.0
467750,4.0
467751,6.0
467752,7.0
467753,2.0
467754,2.0
467756,11.0
467757,11.0
467758,4.0
467868,1.0
467869,4.0
467874,1.0
467877,9.0
467878,6.0
467880,1.0
467882,7.0
467883,1.0
467884,13.0
467885,4.0
468000,3.0
468001,5.0
468003,1.0
468004,11.0
468005,4.0
468006,8.0
468009,2.0
468010,2.0
468012,3.0
468129,6.0
468132,4.0
468133,2.0
468134,6.0
468135,6.0
468137,3.0
468139,1.0
468262,5.0
468265,2.0
468393,4.0
468394,1.0
481963,2.0
482078,2.0
482085,8.0
482086,2.0
482214,3.0
482341,5.0
482342,3.0
482343,5.0
482345,3.0
482346,4.0
482347,2.0
482349,1.0
482460,1.0
482470,1.0
482473,10.0
482474,3.0
482476,4.0
482477,4.0
482591,2.0
482592,3.0
482593,7.0
482595,6.0
482597,12.0
482598,13.0
482599,10.0
482600,14.0
482601,14.0
482602,11.0
482603,19.0
482604,16.0
482605,3.0
482606,5.0
482714,4.0
482718,5.0
482719,2.0
482720,3.0
482721,17.0
482722,19.0
482723,20.0
482724,16.0
482725,55.0
482726,37.0
482727,41.0
482728,126.0
482729,179.0
482730,106.0
482731,320.0
482732,281.0
482733,83.0
482734,12.0
482735,2.0
482736,3.0
482842,4.0
482843,7.0
482844,4.0
482847,35.0
482848,178.0
482849,684.0
482850,722.0
482851,514.0
482852,500.0
482853,816.0
482854,863.0
482855,502.0
482856,774.0
482857,754.0
482858,746.0
482859,745.0
482860,618.0
482861,868.0
482862,586.0
482863,74.0
482864,4.0
482970,8.0
482971,1.0
482974,33.0
482975,490.0
482976,509.0
482977,174.0
482978,67.0
482979,103.0
482980,285.0
482981,384.0
482982,365.0
482983,357.0
482984,318.0
482985,688.0
482986,995.0
482987,998.0
482988,968.0
482989,849.0
482990,567.0
482991,369.0
482992,19.0
483102,471.0
483103,549.0
483104,74.0
483105,112.0
483106,384.0
483107,639.0
483108,808.0
483109,772.0
483110,677.0
483111,791.0
483112,910.0
483113,979.0
483114,958.0
483115,924.0
483116,933.0
483117,986.0
483118,853.0
483119,601.0
483120,26.0
483226,65.0
483228,1.0
483229,25.0
483230,569.0
483231,68.0
483232,128.0
483233,461.0
483234,720.0
483235,941.0
483236,971.0
483237,984.0
483238,975.0
483239,971.0
483240,976.0
483241,982.0
483242,954.0
483243,941.0
483244,924.0
483245,958.0
483246,896.0
483247,822.0
483248,240.0
483354,124.0
483355,2.0
483358,443.0
483359,123.0
483360,454.0
483361,796.0
483362,931.0
483363,989.0
483364,995.0
483365,987.0
483366,978.0
483367,978.0
483368,966.0
