,data
482847,6.0
482850,5.0
482975,16.0
482979,4.0
482986,48.0
482987,14.0
482988,16.0
482989,3.0
483102,19.0
483103,121.0
483105,9.0
483106,8.0
483112,41.0
483113,295.0
483114,69.0
483115,350.0
483116,394.0
483117,29.0
483118,24.0
483230,71.0
483231,229.0
483232,338.0
483233,138.0
483234,7.0
483240,338.0
483241,366.0
483242,729.0
483243,708.0
483244,535.0
483245,534.0
483246,159.0
483358,35.0
483359,76.0
483360,388.0
483361,57.0
483362,25.0
483368,393.0
483369,397.0
483370,726.0
483371,728.0
483372,462.0
483373,635.0
483374,157.0
483375,12.0
483486,20.0
483487,150.0
483489,6.0
483497,574.0
483498,238.0
483499,252.0
483500,651.0
483501,64.0
483502,56.0
483626,223.0
483627,197.0
483628,20.0
483629,101.0
483630,11.0
499103,12.0
499105,7.0
499107,2.0
499108,12.0
499114,16.0
499115,14.0
499116,6.0
499118,5.0
499230,80.0
499231,147.0
499232,81.0
499233,237.0
499234,80.0
499236,7.0
499239,22.0
499240,282.0
499241,161.0
499242,147.0
499243,701.0
499244,86.0
499245,284.0
499246,303.0
499247,12.0
499249,1.0
499357,433.0
499358,195.0
499359,143.0
499360,802.0
499361,201.0
499362,451.0
499363,329.0
499364,110.0
499365,272.0
499366,117.0
499367,694.0
499368,310.0
499369,204.0
499370,527.0
499371,346.0
499372,558.0
499373,436.0
499374,158.0
499375,490.0
499376,74.0
499485,298.0
499486,167.0
499487,564.0
499488,834.0
499489,957.0
499490,652.0
499491,631.0
499492,754.0
499493,542.0
499494,786.0
499495,496.0
499496,185.0
499497,297.0
499498,611.0
499499,755.0
499500,786.0
499501,653.0
499502,643.0
499503,383.0
499504,96.0
499505,4.0
499506,4.0
499613,490.0
499614,132.0
499615,656.0
499616,952.0
499617,936.0
499618,731.0
499619,677.0
499620,765.0
499621,587.0
499622,540.0
499623,199.0
499624,92.0
499625,449.0
499626,793.0
499627,907.0
499628,855.0
499629,736.0
499630,575.0
499631,646.0
499632,520.0
499633,45.0
499741,300.0
499742,123.0
499743,638.0
499744,974.0
499745,820.0
499746,726.0
499747,518.0
499748,287.0
499749,693.0
499750,327.0
499751,66.0
499752,46.0
499753,319.0
499754,785.0
499755,887.0
499756,861.0
499757,717.0
499758,462.0
499759,697.0
499760,578.0
499761,42.0
499762,4.0
499869,117.0
499870,49.0
499871,358.0
499872,749.0
499873,904.0
499874,338.0
499875,256.0
499876,681.0
499877,141.0
