,data
482995,51.0
482996,44.0
482997,47.0
482998,30.0
482999,39.0
483122,32.0
483123,46.0
483124,43.0
483125,16.0
483126,37.0
483127,30.0
483128,37.0
483249,14.0
483250,35.0
483251,34.0
483252,44.0
483253,33.0
483254,19.0
483255,44.0
483256,35.0
483257,31.0
483377,56.0
483378,38.0
483379,80.0
483380,46.0
483381,25.0
483382,22.0
483383,20.0
483384,29.0
483385,16.0
483505,55.0
483506,56.0
483507,57.0
483508,60.0
483509,45.0
483510,43.0
483511,23.0
483512,46.0
483513,20.0
483633,65.0
483634,43.0
483635,36.0
483636,40.0
483637,56.0
483638,34.0
483639,25.0
483640,50.0
483641,25.0
483761,48.0
483762,38.0
483763,45.0
483764,47.0
483765,14.0
483766,35.0
483767,54.0
483768,52.0
483769,27.0
483890,20.0
483891,38.0
483892,48.0
483893,53.0
483894,31.0
483895,41.0
483896,31.0
484019,49.0
484020,36.0
484021,25.0
484022,48.0
484023,52.0
498997,32.0
498999,60.0
499000,60.0
499122,29.0
499123,78.0
499124,33.0
499125,24.0
499126,55.0
499127,42.0
499128,37.0
499129,36.0
499249,46.0
499250,56.0
499251,39.0
499252,31.0
499253,32.0
499254,56.0
499255,50.0
499256,48.0
499257,69.0
499258,39.0
499375,29.0
499376,66.0
499377,40.0
499378,48.0
499379,34.0
499380,34.0
499381,30.0
499382,52.0
499383,54.0
499384,35.0
499385,26.0
499386,55.0
499503,59.0
499504,46.0
499505,66.0
499506,44.0
499507,51.0
499508,52.0
499509,69.0
499510,126.0
499511,91.0
499512,60.0
499513,16.0
499514,57.0
499515,32.0
499631,25.0
499632,26.0
499633,50.0
499634,95.0
499635,253.0
499636,198.0
499637,295.0
499638,361.0
499639,120.0
499640,58.0
499641,32.0
499642,62.0
499643,53.0
499759,17.0
499760,193.0
499761,349.0
499762,265.0
499763,50.0
499764,294.0
499765,484.0
499766,128.0
499767,123.0
499768,61.0
499769,10.0
499770,44.0
499771,27.0
499772,28.0
499887,43.0
499888,98.0
499889,55.0
499890,98.0
499891,581.0
499892,523.0
499893,235.0
499894,444.0
499895,407.0
499896,51.0
499897,22.0
499899,27.0
499900,57.0
500015,42.0
500016,59.0
500017,342.0
500018,661.0
500019,402.0
500020,663.0
500021,568.0
500022,642.0
500023,426.0
500024,80.0
500025,29.0
500026,7.0
500027,24.0
500143,29.0
500144,77.0
500145,262.0
500146,406.0
500147,248.0
500148,195.0
500149,519.0
500150,290.0
500151,39.0
500152,25.0
500153,42.0
500154,56.0
500155,50.0
500271,20.0
500272,75.0
500273,39.0
500274,69.0
500275,175.0
500276,94.0
500277,75.0
500278,21.0
500279,54.0
500280,26.0
500281,57.0
500282,30.0
500283,55.0
500400,13.0
500401,24.0
500402,39.0
500403,45.0
500404,22.0
500405,5.0
500406,65.0
500407,46.0
500408,52.0
500409,50.0
500410,48.0
500530,48.0
500531,35.0
500532,48.0
500533,18.0
500534,17.0
500535,57.0
500536,24.0
500537,29.0
500538,19.0
500660,46.0
500661,29.0
500662,42.0
500663,57.0
500664,28.0
500665,37.0
515251,7.0
515252,22.0
515253,35.0
515254,64.0
515255,34.0
515256,64.0
515257,67.0
515378,47.0
515379,37.0
515380,38.0
515381,35.0
515382,43.0
515383,15.0
515384,49.0
515385,22.0
515386,46.0
515504,7.0
515505,27.0
515506,50.0
515507,43.0
515508,50.0
515509,44.0
515510,47.0
515511,31.0
515512,43.0
515513,25.0
515514,53.0
515515,58.0
515516,35.0
515631,59.0
515632,43.0
515633,58.0
515634,84.0
515635,297.0
515636,95.0
515637,169.0
515638,319.0
515639,176.0
515640,34.0
515641,38.0
515642,29.0
515643,43.0
515644,63.0
515645,34.0
515758,30.0
515759,69.0
515760,92.0
515761,308.0
515762,164.0
515763,209.0
515764,342.0
515765,87.0
515766,304.0
515767,399.0
515768,122.0
515769,78.0
515770,64.0
515771,61.0
515772,27.0
515773,52.0
515774,32.0
515886,75.0
515887,239.0
515888,158.0
515889,52.0
515890,55.0
515891,125.0
515892,120.0
515893,98.0
515894,118.0
515895,401.0
515896,742.0
515897,615.0
515898,64.0
515899,38.0
515900,49.0
515901,56.0
515902,50.0
515903,37.0
515904,38.0
516014,44.0
516015,31.0
516016,38.0
516017,107.0
516018,175.0
516019,287.0
516020,433.0
516021,360.0
516022,262.0
516023,135.0
516024,269.0
516025,872.0
516026,363.0
516027,59.0
516028,40.0
516029,37.0
516030,47.0
516031,43.0
516032,34.0
516142,73.0
516143,302.0
516144,254.0
516145,162.0
516146,298.0
516147,557.0
516148,655.0
516149,600.0
516150,581.0
516151,386.0
516152,263.0
516153,57.0
516154,540.0
516155,93.0
516156,57.0
516157,64.0
516158,27.0
516159,59.0
516160,26.0
516161,48.0
516270,440.0
516271,370.0
516272,179.0
516273,206.0
516274,474.0
516275,705.0
516276,793.0
516277,798.0
516278,708.0
516279,446.0
516280,228.0
516281,669.0
516282,285.0
516283,44.0
516284,51.0
516285,60.0
516286,54.0
516287,52.0
516288,45.0
516289,41.0
516398,186.0
516399,45.0
516400,82.0
516401,195.0
516402,397.0
516403,657.0
516404,807.0
516405,779.0
516406,695.0
516407,450.0
516408,401.0
516409,759.0
516410,711.0
516411,167.0
516412,50.0
516413,58.0
516414,55.0
